IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,OUT_Symbol,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Symbol,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Symbol,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
1292,MT5_Backtest,1292,2025.11.12 01:17:04,2025-11-12,01:17:04,Wednesday,November,2025-11-11,17:17:04,Tuesday,November,15-070,30-035,1h-018,2h-009,3h-006,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.39,25587.3,5,-15.99,5,1293,1293,2025-11-11,17:18:03,Tuesday,November,15-070,30-035,1h-018,2h-009,3h-006,4h-005,After Hours,sell,out,25575.8,0,0,NAS100,Loss,Long,0,-319.8,-0.06,25575.8,25587.3,86.33,NAS100,80,26.31,803.63,3408.25,0,440,91.86,3146.86,782.49,27.12,-10,-199.44,BULL,NORMAL,460,MANUAL,NAS100,78.33,80,-69.7,-3267.32,-2614.44,0,-363.03,17.73,-224.71,-4159.78,11,10,-1352.17,UNKNOWN,UNKNOWN,470,-15.99,-0.29,-11.5,2,1,5,-0.06,25587.3,25575.8,0,-0.12,0,-11.5,0,2,-0.06,0,0.5,25610.9,35.1,0.14,45,25575,-0.8,0,1,Good,0,74.12,4070.95,3371.56,0,1,1,2025.11.12 01:17,0.06666666666666667,86.33,80,566.64,3043.65,25.66,0,335.82,91.86,3146.86,782.49,27.12,-10,-199.44,BULL,NORMAL,,PASS,1,2025.11.12 01:17,1.05,86.33,80,566.64,3043.65,25.66,0,335.82,91.86,3146.86,782.49,27.12,-10,-199.44,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.541Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1294,MT5_Backtest,1294,2025.11.12 01:18:04,2025-11-12,01:18:04,Wednesday,November,2025-11-11,17:18:04,Tuesday,November,15-070,30-035,1h-018,2h-009,3h-006,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.38,25576,5,-18.22,5,1295,1295,2025-11-11,17:20:01,Tuesday,November,15-070,30-035,1h-018,2h-009,3h-006,4h-005,After Hours,buy,out,25589.2,0,0,NAS100,Loss,Short,1,-364.4,-0.07,25592.2,25576,81,NAS100,80,-104.22,-1134.38,-1111.98,0,-824.59,16.05,1480.42,-2563.74,18.12,0,-1098.52,BEAR,NORMAL,470,MANUAL,NAS100,75.67,60,-76.7,-528.92,2422.94,0,953.27,57.18,-2184.03,1652.78,-59.94,0,1012.27,UNKNOWN,UNKNOWN,460,-18.22,-0.33,-13.2,3,1,5,-0.07,25576,25592.2,0,-0.16,0,-16.2,0,2,-0.07,0,0.5,25584.3,4.9,-0.02,1,25610.9,-21.7,0.08,43,Late,0,-41.13,-605.46,3664.46,20,1,1,2025.11.12 01:18,0.06666666666666667,81,80,-1171.91,-1169.72,-104.22,0,-841.09,16.05,1480.42,-2563.74,18.12,0,-1098.52,BEAR,NORMAL,,PASS,1,2025.11.12 01:18,2.0166666666666666,81,80,-1171.91,-1169.72,-104.22,0,-841.09,16.05,1480.42,-2563.74,18.12,0,-1098.52,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.542Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1296,MT5_Backtest,1296,2025.11.12 01:20:02,2025-11-12,01:20:02,Wednesday,November,2025-11-11,17:20:02,Tuesday,November,15-070,30-035,1h-018,2h-009,3h-006,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.38,25589.2,5,9.11,5,1297,1297,2025-11-11,18:06:01,Tuesday,November,15-073,30-037,1h-019,2h-010,3h-007,4h-005,After Hours,sell,out,25595.8,0,0,NAS100,Win,Long,45,182.2,0.03,25584.3,25610.9,78.33,NAS100,80,19.62,154.26,1241.66,0,113.46,91.09,-120.61,-676.58,-14.71,0,-84.72,BULL,NORMAL,470,MANUAL,NAS100,89,80,-54.7,-3538.86,-4442.88,0,-868.58,19.17,-1020.69,-1473.31,-25.72,0,-390.96,UNKNOWN,UNKNOWN,470,9.11,0.16,6.6,47,46,5,0.03,25610.9,25584.3,0.22,-0.05,21.7,-4.9,43,1,0.04,280837.54,0.5,25636.4,40.6,0.16,45,25586.5,-9.3,-0.04,2,Early,34,71.93,3693.12,900.08,0,1,1,2025.11.12 01:20,0.03333333333333333,78.33,80,154.26,1241.66,19.62,0,113.46,91.09,-120.61,-676.58,-14.71,0,-84.72,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:36.543Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1298,MT5_Backtest,1298,2025.11.12 02:06:02,2025-11-12,02:06:02,Wednesday,November,2025-11-11,18:06:02,Tuesday,November,15-073,30-037,1h-019,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.38,25595,5,-44.99,5,1299,1299,2025-11-11,18:47:00,Tuesday,November,15-076,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,buy,out,25627.6,0,0,NAS100,Loss,Short,40,-899.8000000000001,-0.16,25627.8,25591.2,78.33,NAS100,60,-16.8,-878.87,-5565.77,0,-1809.92,17.93,-224.71,-4159.78,11,10,-1352.17,BEAR,NORMAL,470,MANUAL,NAS100,70.33,80,8.13,127.3,2247.69,0,635,88.11,82.83,732.4,11.47,10,241.69,UNKNOWN,UNKNOWN,460,-44.99,-0.82,-32.6,42,41,5,-0.16,25591.2,25627.8,0.04,-0.33,3.8,-32.8,2,41,-0.18,0,0.5,25613.6,14,-0.05,11,25657.2,-29.6,0.12,31,Late,0,-70.18,-1006.17,-307.54,-20,1,1,2025.11.12 02:06,0.03333333333333333,78.33,60,-720.06,-5321.45,-16.4,0,-1740.12,17.93,-224.71,-4159.78,11,10,-1352.17,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.544Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1300,MT5_Backtest,1300,2025.11.12 02:47:00,2025-11-12,02:47:00,Wednesday,November,2025-11-11,18:47:00,Tuesday,November,15-076,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.37,25627.6,5,-15.21,5,1301,1301,2025-11-11,18:55:01,Tuesday,November,15-076,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,sell,out,25616.5,0,0,NAS100,Loss,Long,8,-304.20000000000005,-0.06,25616,25636.4,78.33,NAS100,100,105.38,2091.62,128.34,0,-118.61,78.9,639.3,146.49,16.6,-10,-35.87,BULL,NORMAL,470,MANUAL,NAS100,75.67,100,148.26,4955.74,1163.17,0,-31.09,88.95,790.32,1050.2,40.74,0,288.17,UNKNOWN,UNKNOWN,460,-15.21,-0.28,-11.1,9,8,5,-0.06,25636.4,25616,0.09,-0.12,8.8,-11.6,4,8,-0.06,0,0.5,25658.9,42.4,0.17,49,25613.6,-2.9,-0.01,3,Good,0,-10.05,-2864.12,-151.02,0,1,1,2025.11.12 02:47,0,78.33,100,2091.62,128.34,105.38,0,-118.61,78.9,639.3,146.49,16.6,-10,-35.87,BULL,NORMAL,,PASS,1,2025.11.12 02:52,3.0166666666666666,89,100,3414.64,5.79,97.23,0,-75.82,72.5,-358.62,-618.57,-7.79,-10,-115.9,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.546Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1302,MT5_Backtest,1302,2025.11.12 02:55:02,2025-11-12,02:55:02,Wednesday,November,2025-11-11,18:55:02,Tuesday,November,15-076,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.35,25616.5,5,-16.74,5,1303,1303,2025-11-11,18:58:00,Tuesday,November,15-076,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,buy,out,25628.9,0,0,NAS100,Loss,Short,2,-334.8,-0.06,25629.1,25616.5,89,NAS100,80,-54.7,-3538.86,-4442.88,0,-868.58,19.17,-1878.38,-1319.51,-44.25,0,-235.32,BEAR,NORMAL,470,MANUAL,NAS100,78.33,80,92.97,3773.82,-1503.23,0,-601.39,52.49,224.34,-1675.02,-10.18,-10,-571.44,UNKNOWN,UNKNOWN,470,-16.74,-0.31,-12.4,4,2,5,-0.06,25616.5,25629.1,0,-0.13,0,-12.6,0,2,-0.07,0,0.5,25616.4,12.5,-0.05,3,25659.7,-30.8,0.12,49,Late,0,-33.33,-7312.68,-2102.71,0,1,1,2025.11.12 02:55,0.03333333333333333,89,80,-3538.86,-4442.88,-54.7,0,-868.58,19.17,-1878.38,-1319.51,-44.25,0,-235.32,BEAR,NORMAL,,PASS,1,2025.11.12 02:55,3,89,80,-3538.86,-4442.88,-54.7,0,-868.58,19.17,-1878.38,-1319.51,-44.25,0,-235.32,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.547Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1304,MT5_Backtest,1304,2025.11.12 02:58:00,2025-11-12,02:58:00,Wednesday,November,2025-11-11,18:58:00,Tuesday,November,15-076,30-038,1h-019,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.35,25627.4,5,-7.56,5,1305,1305,2025-11-11,19:00:00,Tuesday,November,15-077,30-039,1h-020,2h-010,3h-007,4h-005,After Hours,sell,out,25621.8,0,0,NAS100,Loss,Long,2,-151.2,-0.03,25619.3,25627.4,89,NAS100,80,-47.23,-237.54,3075.39,0,1086.41,85.12,155.08,2144.1,-2.74,-10,635.98,BULL,NORMAL,460,MANUAL,NAS100,73,80,49.97,1915.74,-1707.67,0,-397.07,49.65,-480.01,-751.89,-11.39,0,-137.46,UNKNOWN,UNKNOWN,460,-7.56,-0.14,-5.6,3,2,5,-0.03,25627.4,25619.3,0,-0.08,0,-8.1,0,2,-0.03,0,0.5,25659.7,37.9,0.15,47,25616.4,-5.4,-0.02,1,Late,0,35.47,-2153.28,635.09,0,1,1,2025.11.12 02:58,0,89,80,80.44,3564.59,7.82,0,1226.18,85.12,155.08,2144.1,-2.74,-10,635.98,BULL,NORMAL,,PASS,1,2025.11.12 02:58,2,89,80,80.44,3564.59,7.82,0,1226.18,85.12,155.08,2144.1,-2.74,-10,635.98,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.548Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1306,MT5_Backtest,1306,2025.11.12 03:00:01,2025-11-12,03:00:01,Wednesday,November,2025-11-11,19:00:01,Tuesday,November,15-077,30-039,1h-020,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.35,25622.5,5,-13.1,5,1307,1307,2025-11-11,19:02:00,Tuesday,November,15-077,30-039,1h-020,2h-010,3h-007,4h-005,After Hours,buy,out,25632.2,0,0,NAS100,Loss,Short,1,-262,-0.05,25632.4,25621.1,81,NAS100,80,-45.82,-106.19,54.46,0,-76.46,18.67,1047.48,-470,13.29,-10,-397.82,BEAR,NORMAL,470,MANUAL,NAS100,73,60,28.64,54.85,-807.58,0,60.67,49.49,-1196.95,-514.39,-21.45,10,-15.6,UNKNOWN,UNKNOWN,460,-13.1,-0.24,-9.7,3,2,5,-0.05,25621.1,25632.4,0.01,-0.1,1.4,-9.9,1,2,-0.05,0,0.5,25625.5,6.7,-0.03,3,25659.7,-27.5,0.11,45,Late,0,-30.82,-161.04,2244.43,20,1,1,2025.11.12 03:00,0.016666666666666666,81,80,-262.58,-186.14,-72.52,0,-145.2,18.67,1047.48,-470,13.29,-10,-397.82,BEAR,NORMAL,,PASS,1,2025.11.12 03:00,2,81,80,-262.58,-186.14,-72.52,0,-145.2,18.67,1047.48,-470,13.29,-10,-397.82,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.549Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1308,MT5_Backtest,1308,2025.11.12 03:02:00,2025-11-12,03:02:00,Wednesday,November,2025-11-11,19:02:00,Tuesday,November,15-077,30-039,1h-020,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.35,25632.7,5,21.33,5,1309,1309,2025-11-11,19:21:00,Tuesday,November,15-078,30-039,1h-020,2h-010,3h-007,4h-005,After Hours,sell,out,25648.5,0,0,NAS100,Win,Long,19,426.6,0.08,25625.5,25657.2,78.33,NAS100,100,58.92,1511.53,1825.41,0,405.57,96.44,233.3,366.64,20.95,-10,129.89,BULL,NORMAL,470,MANUAL,NAS100,75.67,80,65.57,5838.22,-290.32,0,-277.35,50.72,1037.76,-216.22,11.12,10,-181.99,UNKNOWN,UNKNOWN,460,21.33,0.39,15.8,20,19,5,0.08,25657.2,25625.5,0.25,-0.07,24.5,-7.2,16,3,0.08,120138.3,0.5,25683.9,35.4,0.14,49,25637.3,-11.2,-0.04,14,Early,19.6,45.72,-4326.69,-804.46,20,1,1,2025.11.12 03:02,0,78.33,100,1408.51,1666.92,58.67,0,360.28,96.44,233.3,366.64,20.95,-10,129.89,BULL,NORMAL,,PASS,1,2025.11.12 03:15,6,89,100,5049.49,370.61,124.88,0,219.54,99.45,-450.26,-863.39,3.43,-10,-252.03,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:36.551Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1310,MT5_Backtest,1310,2025.11.12 03:21:00,2025-11-12,03:21:00,Wednesday,November,2025-11-11,19:21:00,Tuesday,November,15-078,30-039,1h-020,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.35,25648.5,5,-10.53,5,1311,1311,2025-11-11,19:28:01,Tuesday,November,15-078,30-039,1h-020,2h-010,3h-007,4h-005,After Hours,buy,out,25656.3,0,0,NAS100,Loss,Short,7,-210.6,-0.04,25660.4,25644.4,81,NAS100,60,-32.91,-233.83,-1812.81,0,-78.54,18.68,-1674.07,-446.56,-16.48,10,18.45,BEAR,NORMAL,470,MANUAL,NAS100,89,80,47.54,5622.58,-282.33,0,-33.14,55.32,-454.89,500.66,-0.62,0,275.93,UNKNOWN,UNKNOWN,470,-10.53,-0.19,-7.8,8,7,5,-0.04,25644.4,25660.4,0.04,-0.12,4.1,-11.9,6,1,-0.04,0,0.5,25637.3,19,-0.07,7,25697.9,-41.6,0.16,49,Late,0,-36.63,-5856.41,-1219.18,-20,1,1,2025.11.12 03:21,0,81,60,-233.83,-1812.81,-32.91,0,-78.54,18.68,-1674.07,-446.56,-16.48,10,18.45,BEAR,NORMAL,,PASS,1,2025.11.12 03:23,5.016666666666667,78.33,80,-804.09,-457.05,-95.26,0,263.3,31.2,-725.75,407.55,-44.92,-10,131.16,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.552Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1312,MT5_Backtest,1312,2025.11.12 03:28:01,2025-11-12,03:28:01,Wednesday,November,2025-11-11,19:28:01,Tuesday,November,15-078,30-039,1h-020,2h-010,3h-007,4h-005,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.35,25656.8,5,43.47,5,1313,1313,2025-11-11,20:20:00,Tuesday,November,15-082,30-041,1h-021,2h-011,3h-007,4h-006,After Hours,sell,out,25689,0,0,NAS100,Win,Long,51,869.3999999999999,0.16,25637.3,25697.9,78.33,NAS100,80,6.37,752.89,2922.52,0,733.23,90.28,1478.22,3290.14,39.26,-10,896.4,BULL,NORMAL,460,MANUAL,NAS100,75.67,80,-142.07,-4045.98,-194.34,0,257.68,31.18,-1728.06,-963.86,-46.15,0,-117.24,UNKNOWN,UNKNOWN,470,43.47,0.79,32.2,53,52,5,0.16,25697.9,25637.3,0.41,-0.2,41.1,-19.5,49,7,0.17,58977,0.5,25696.3,7.3,0.03,6,25646,-43,-0.17,32,Good,0,59.1,4798.87,3206.28,0,1,1,2025.11.12 03:28,0.016666666666666666,78.33,80,655.19,2772.21,6.12,0,690.29,90.28,1478.22,3290.14,39.26,-10,896.4,BULL,NORMAL,,PASS,1,2025.11.12 04:18,2,89,100,5595.52,64.74,60.11,0,84.17,86.4,-242.01,-490.18,-21.33,-10,-168.2,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.553Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1314,MT5_Backtest,1314,2025.11.12 04:20:01,2025-11-12,04:20:01,Wednesday,November,2025-11-11,20:20:01,Tuesday,November,15-082,30-041,1h-021,2h-011,3h-007,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.37,25689.3,5,34.8,5,1315,1315,2025-11-11,21:26:00,Tuesday,November,15-086,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,buy,out,25663.9,0,0,NAS100,Win,Short,65,695.9999999999999,0.13,25700.9,25652.2,83.67,NAS100,60,-21.8,-295.43,-3389.82,0,-493.91,17.88,-1822.74,-2251.14,-9.67,10,-614.21,BEAR,NORMAL,460,MANUAL,NAS100,75.67,60,-85.9,-1085.18,1546.72,0,418.41,56.63,-522.63,133.25,-18.46,10,265.72,UNKNOWN,UNKNOWN,460,34.8,0.63,25.4,67,66,5,0.13,25652.2,25700.9,0.37,-0.12,37.1,-11.6,32,6,0.14,73853.16,0.5,25647,16.9,-0.07,4,25671.4,-7.5,0.03,26,Early,-8.5,-38.74,789.75,-1300.11,0,1,1,2025.11.12 04:20,0.016666666666666666,83.67,60,-372.74,-3508.76,-21.65,0,-527.9,17.88,-1822.74,-2251.14,-9.67,10,-614.21,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:36.555Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1316,MT5_Backtest,1316,2025.11.12 05:26:01,2025-11-12,05:26:01,Wednesday,November,2025-11-11,21:26:01,Tuesday,November,15-086,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,1.38,25663.9,5,-15.32,5,1317,1317,2025-11-11,21:29:00,Tuesday,November,15-086,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,sell,out,25652.8,0,0,NAS100,Loss,Long,2,-306.4,-0.06,25651,25663.9,83.67,NAS100,100,60.89,2999.75,40.67,0,-202.99,70.68,195.16,-1180.89,5.83,-10,-352.13,BULL,NORMAL,460,MANUAL,NAS100,89,60,-94.5,-3269.53,183.09,0,171.86,55.6,-285.47,267.47,1.72,0,151.12,UNKNOWN,UNKNOWN,460,-15.32,-0.28,-11.1,4,3,5,-0.06,25663.9,25651,0,-0.13,0,-12.9,0,3,-0.06,0,0.5,25671.4,18.6,0.07,23,25647,-5.8,-0.02,1,Late,0,15.09,6269.28,480.63,40,1,1,2025.11.12 05:26,0.016666666666666666,83.67,100,2999.75,40.67,60.89,0,-202.99,70.68,195.16,-1180.89,5.83,-10,-352.13,BULL,NORMAL,,PASS,1,2025.11.12 05:26,3,83.67,100,2999.75,40.67,60.89,0,-202.99,70.68,195.16,-1180.89,5.83,-10,-352.13,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.556Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
1318,MT5_Backtest,1318,2025.11.12 05:29:01,2025-11-12,05:29:01,Wednesday,November,2025-11-11,21:29:01,Tuesday,November,15-086,30-043,1h-022,2h-011,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,1.37,25652.8,5,-15.89,5,1319,1319,2025-11-11,21:33:00,Tuesday,November,15-087,30-044,1h-022,2h-011,3h-008,4h-006,After Hours,buy,out,25664.4,0,0,NAS100,Loss,Short,3,-317.8,-0.06,25665.2,25651.7,83.67,NAS100,80,-33.89,-1516.2,-2327.31,0,-400.82,20.15,-1483.52,-1612.1,-24.5,0,-353.51,BEAR,NORMAL,460,MANUAL,NAS100,81,80,20.99,1241.66,2987.4,0,579.52,91.31,1652.99,2810.81,34.76,0,770.1,UNKNOWN,UNKNOWN,460,-15.89,-0.29,-11.6,5,4,5,-0.06,25651.7,25665.2,0.01,-0.12,1.1,-12.4,1,4,-0.06,0,0.5,25643,21.4,-0.08,47,25671.4,-7,0.03,19,Late,0,-71.16,-2757.86,-3136.51,0,1,1,2025.11.12 05:29,0.016666666666666666,83.67,80,-1516.2,-2327.31,-33.89,0,-400.82,20.15,-1483.52,-1612.1,-24.5,0,-353.51,BEAR,NORMAL,,PASS,1,2025.11.12 05:29,4,83.67,80,-1516.2,-2327.31,-33.89,0,-400.82,20.15,-1483.52,-1612.1,-24.5,0,-353.51,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:36.557Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
