IN_Deal,Report_Source,IN_Trade_ID,IN_MT_MASTER_DATE_TIME,IN_MT_Date,IN_MT_Time,IN_MT_Day,IN_MT_Month,IN_CST_Date_OP_01,IN_CST_Time_OP_01,IN_CST_Day_OP_01,IN_CST_Month_OP_01,IN_Segment_15M_OP_01,IN_Segment_30M_OP_01,IN_Segment_01H_OP_01,IN_Segment_02H_OP_01,IN_Segment_03H_OP_01,IN_Segment_04H_OP_01,IN_Session_Name_OP_02,Strategy_ID_OP_03,Strategy_Version_ID_OP_03,Optimization_ID_OP_03,Report_Broker_OP_03,Symbol_OP_03,Chart_TF_OP_01,IN_Order_Type_OP_01,IN_Order_Direction,Volume_OP_03,IN_Symbol_Price_OP_03,IN_Balance_OP_01,OUT_Profit_OP_01,OUT_Balance_OP_01,OUT_Trade_ID,OUT_Deal,OUT_CST_Date_OP_03,OUT_CST_Time_OP_03,OUT_CST_Day_OP_03,OUT_CST_Month_OP_03,OUT_Segment_15M_OP_03,OUT_Segment_30M_OP_03,OUT_Segment_01H_OP_03,OUT_Segment_02H_OP_03,OUT_Segment_03H_OP_03,OUT_Segment_04H_OP_03,OUT_Session_Name_OP_03,OUT_Order_Type,OUT_Order_Direction,OUT_Symbol_Price_OP_01,OUT_Commission,OUT_Swap,OUT_Symbol,Trade_Result,Trade_Direction,Trade_Duration_Minutes,Trade_ROI_Percentage,Trade_Risk_Reward_Ratio,Trade_MAE,Trade_MFE,EA_Entry_Quality,EA_Entry_Symbol,EA_Entry_Confluence,EA_Entry_Momentum,EA_Entry_Speed,EA_Entry_Acceleration,EA_Entry_Entropy,EA_Entry_Jerk,EA_Entry_PhysicsScore,EA_Entry_SpeedSlope,EA_Entry_AccelerationSlope,EA_Entry_MomentumSlope,EA_Entry_ConfluenceSlope,EA_Entry_JerkSlope,EA_Entry_Zone,EA_Entry_Regime,EA_Entry_Spread,EA_ExitReason,EA_Exit_Symbol,EA_Exit_Quality,EA_Exit_Confluence,EA_Exit_Momentum,EA_Exit_Speed,EA_Exit_Acceleration,EA_Exit_Entropy,EA_Exit_Jerk,EA_Exit_PhysicsScore,EA_Exit_SpeedSlope,EA_Exit_AccelerationSlope,EA_Exit_MomentumSlope,EA_Exit_ConfluenceSlope,EA_Exit_JerkSlope,EA_Exit_Zone,EA_Exit_Regime,EA_Exit_Spread,EA_Profit,EA_ProfitPercent,EA_Pips,EA_HoldTimeBars,EA_HoldTimeMinutes,EA_RiskPercent,EA_RRatio,EA_MFE,EA_MAE,EA_MFE_Percent,EA_MAE_Percent,EA_MFE_Pips,EA_MAE_Pips,EA_MFE_TimeBars,EA_MAE_TimeBars,EA_MFEUtilization,EA_MAEImpact,EA_ExcursionEfficiency,EA_RunUp_Price,EA_RunUp_Pips,EA_RunUp_Percent,EA_RunUp_TimeBars,EA_RunDown_Price,EA_RunDown_Pips,EA_RunDown_Percent,EA_RunDown_TimeBars,EA_ExitQualityClass,EA_EarlyExitOpportunityCost,EA_PhysicsScoreDecay,EA_SpeedDecay,EA_SpeedSlopeDecay,EA_ConfluenceDecay,EA_ZoneTransitioned,Signal_Entry_Matched,Signal_Entry_Timestamp,Signal_Entry_TimeDelta,Signal_Entry_Quality,Signal_Entry_Confluence,Signal_Entry_Speed,Signal_Entry_Acceleration,Signal_Entry_Momentum,Signal_Entry_Entropy,Signal_Entry_Jerk,Signal_Entry_PhysicsScore,Signal_Entry_SpeedSlope,Signal_Entry_AccelerationSlope,Signal_Entry_MomentumSlope,Signal_Entry_ConfluenceSlope,Signal_Entry_JerkSlope,Signal_Entry_Zone,Signal_Entry_Regime,Signal_Entry_PhysicsPass,Signal_Entry_RejectReason,Signal_Exit_Matched,Signal_Exit_Timestamp,Signal_Exit_TimeDelta,Signal_Exit_Quality,Signal_Exit_Confluence,Signal_Exit_Speed,Signal_Exit_Acceleration,Signal_Exit_Momentum,Signal_Exit_Entropy,Signal_Exit_Jerk,Signal_Exit_PhysicsScore,Signal_Exit_SpeedSlope,Signal_Exit_AccelerationSlope,Signal_Exit_MomentumSlope,Signal_Exit_ConfluenceSlope,Signal_Exit_JerkSlope,Signal_Exit_Zone,Signal_Exit_Regime,Signal_Exit_PhysicsPass,Signal_Exit_RejectReason,DataQuality,ProcessingTimestamp,SourceFiles
22,MT5_Backtest,22,2025.10.27 07:00:00,2025-10-27,07:00:00,Monday,October,2025-10-26,23:00:00,Sunday,October,15-093,30-047,1h-024,2h-012,3h-008,4h-006,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.46,25648.2,9,51.41,9,23,23,2025-10-27,00:11:01,Monday,October,15-001,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,sell,out,25669.1,0,0,NAS100,Win,Long,71,571.2222222222222,0.1,25643.3,25678.9,78.33,NAS100,100,30.3,1971.67,543.06,0,-48.09,83.63,285.73,-1040.39,3.64,-10,-340.5,BULL,NORMAL,420,MANUAL,NAS100,81,80,-51.38,-2942.96,-157.08,0,-154.74,21.97,128.02,-137.76,0.45,0,-144.14,UNKNOWN,UNKNOWN,410,51.41,0.52,20.9,72,71,5,0.1,25678.9,25643.3,0.31,-0.05,30.7,-4.9,68,1,0.2,49879.98,0.5,25684,14.9,0.06,20,25663.8,-5.3,-0.02,45,Early,-6,61.66,4914.63,157.71,20,1,1,2025.10.27 07:00,0,78.33,100,1971.67,543.06,30.3,0,-48.09,83.63,285.73,-1040.39,3.64,-10,-340.5,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:35.726Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
24,MT5_Backtest,24,2025.10.27 08:11:02,2025-10-27,08:11:02,Monday,October,2025-10-27,00:11:02,Monday,October,15-001,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.48,25669.3,9,-15.87,9,25,25,2025-10-27,00:16:01,Monday,October,15-002,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,buy,out,25675.7,0,0,NAS100,Loss,Short,4,-176.33333333333331,-0.03,25675.9,25669.3,81,NAS100,60,-10.71,-995.72,-3087.18,0,-502.49,18.41,-1952.93,-1347.13,-15.32,10,-192.01,BEAR,NORMAL,410,MANUAL,NAS100,78.33,80,13.94,855.44,2399.22,0,413.31,90.75,885.52,1720.98,13.89,0,528.62,UNKNOWN,UNKNOWN,410,-15.87,-0.16,-6.4,6,4,5,-0.03,25669.3,25675.9,0,-0.07,0,-6.6,0,2,-0.06,0,0.5,25661,14.7,-0.06,47,25684,-8.3,0.03,15,Late,0,-72.34,-1851.16,-2838.44,-20,1,1,2025.10.27 08:11,0.03333333333333333,81,60,-1052.35,-3174.31,-10.61,0,-527.38,18.41,-1952.93,-1347.13,-15.32,10,-192.01,BEAR,NORMAL,,PASS,1,2025.10.27 08:11,5.016666666666667,81,60,-1052.35,-3174.31,-10.61,0,-527.38,18.41,-1952.93,-1347.13,-15.32,10,-192.01,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.727Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
26,MT5_Backtest,26,2025.10.27 08:16:01,2025-10-27,08:16:01,Monday,October,2025-10-27,00:16:01,Monday,October,15-002,30-001,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.46,25675.7,9,-28.78,9,27,27,2025-10-27,00:56:00,Monday,October,15-004,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,sell,out,25664,0,0,NAS100,Loss,Long,39,-319.7777777777778,-0.06,25663.8,25684,86.33,NAS100,80,11.28,204.75,1125.45,0,303.04,90.99,1155.95,1279.99,14.08,-10,185.9,BULL,NORMAL,420,MANUAL,NAS100,75.67,80,-81.65,-4267.94,-1943.16,0,-430.16,16.88,282.76,128.38,14.66,0,-55.93,UNKNOWN,UNKNOWN,420,-28.78,-0.29,-11.7,41,40,5,-0.06,25684,25663.8,0.08,-0.12,8.3,-11.9,15,40,-0.11,0,0.5,25698.3,34.3,0.13,33,25661,-3,-0.01,7,Good,0,74.11,4472.69,873.19,0,1,1,2025.10.27 08:16,0.016666666666666666,86.33,80,204.75,1125.45,11.28,0,303.04,90.99,1155.95,1279.99,14.08,-10,185.9,BULL,NORMAL,,PASS,1,2025.10.27 08:46,10,78.33,100,797.89,1150.28,47.82,0,123.28,95.79,1180.26,492.59,33.24,-20,-24.92,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.728Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
28,MT5_Backtest,28,2025.10.27 08:56:01,2025-10-27,08:56:01,Monday,October,2025-10-27,00:56:01,Monday,October,15-004,30-002,1h-001,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.46,25664,9,-16.97,9,29,29,2025-10-27,01:05:00,Monday,October,15-005,30-003,1h-002,2h-001,3h-001,4h-001,After Hours,buy,out,25670.9,0,0,NAS100,Loss,Short,8,-188.55555555555554,-0.03,25673.7,25664,83.67,NAS100,80,-71.66,-5295.79,-1144.09,0,-8.21,24.77,-740.23,-735.4,1.3,-10,-248.7,BEAR,NORMAL,420,MANUAL,NAS100,75.67,80,-77.15,-2761.75,-606.83,0,-321.13,17.15,-463.14,-943.9,-17.12,0,-280.45,UNKNOWN,UNKNOWN,420,-16.97,-0.17,-6.9,10,9,5,-0.03,25664,25673.7,0,-0.1,0,-9.7,0,9,-0.07,0,0.5,25667.5,3.4,-0.01,1,25698.3,-27.4,0.11,24,Late,0,7.61,-2534.03,-277.09,0,1,1,2025.10.27 08:56,0.016666666666666666,83.67,80,-5295.79,-1144.09,-71.66,0,-8.21,24.77,-740.23,-735.4,1.3,-10,-248.7,BEAR,NORMAL,,PASS,1,2025.10.27 09:02,3,81,80,-4017.35,-845.71,-66.5,0,-219.92,18.06,-313.39,-1556.07,-9.44,-10,-530.33,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.730Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
30,MT5_Backtest,30,2025.10.27 09:05:00,2025-10-27,09:05:00,Monday,October,2025-10-27,01:05:00,Monday,October,15-005,30-003,1h-002,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.46,25671.2,9,42.56,9,31,31,2025-10-27,01:29:00,Monday,October,15-006,30-003,1h-002,2h-001,3h-001,4h-001,After Hours,sell,out,25688.5,0,0,NAS100,Win,Long,24,472.8888888888889,0.09,25667.5,25698.3,78.33,NAS100,80,14.04,910.67,2484.19,0,437.59,90.75,1314.82,660.47,9.17,-10,74.58,BULL,NORMAL,420,MANUAL,NAS100,67.67,80,40.27,867.22,-444.73,0,-175.37,48.8,-68.01,-526.93,-11.91,-10,-131.92,UNKNOWN,UNKNOWN,410,42.56,0.43,17.3,25,24,5,0.09,25698.3,25667.5,0.27,-0.04,27.1,-3.7,24,1,0.17,60308.98,0.5,25696.5,8,0.03,2,25664.5,-24,-0.09,39,Good,0,41.95,43.45,1382.83,0,1,1,2025.10.27 09:05,0,78.33,80,855.44,2399.22,13.94,0,413.31,90.75,1314.82,660.47,9.17,-10,74.58,BULL,NORMAL,,PASS,1,2025.10.27 09:24,5,89,100,5061.58,408.53,102.98,0,112.32,99.45,257.25,406.35,23.79,-10,94.46,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.731Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
32,MT5_Backtest,32,2025.10.27 09:29:01,2025-10-27,09:29:01,Monday,October,2025-10-27,01:29:01,Monday,October,15-006,30-003,1h-002,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.46,25689.8,9,-15.74,9,33,33,2025-10-27,01:33:00,Monday,October,15-007,30-004,1h-002,2h-001,3h-001,4h-001,After Hours,buy,out,25696.2,0,0,NAS100,Loss,Short,3,-174.88888888888889,-0.03,25700.7,25689.8,81,NAS100,60,-12.59,-300.49,-3273.56,0,-569.56,18.32,-1473.8,-1033.81,-18.06,10,-185.29,BEAR,NORMAL,410,MANUAL,NAS100,67.67,100,52.77,1779.88,2671.86,0,742.25,95.55,-355.07,1144.83,-15.01,40,454.94,UNKNOWN,UNKNOWN,420,-15.74,-0.16,-6.4,5,4,5,-0.03,25689.8,25700.7,0,-0.11,0,-10.9,0,2,-0.06,0,0.5,25664.5,31.7,-0.12,35,25696.2,0,0,0,Good,0,-77.23,-2080.37,-1118.73,-40,1,1,2025.10.27 09:29,0.016666666666666666,81,60,-634.82,-3787.9,-12.19,0,-716.51,18.32,-1473.8,-1033.81,-18.06,10,-185.29,BEAR,NORMAL,,PASS,1,2025.10.27 09:29,4,81,60,-634.82,-3787.9,-12.19,0,-716.51,18.32,-1473.8,-1033.81,-18.06,10,-185.29,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.732Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
34,MT5_Backtest,34,2025.10.27 09:33:01,2025-10-27,09:33:01,Monday,October,2025-10-27,01:33:01,Monday,October,15-007,30-004,1h-002,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.46,25696.2,9,-50.92,9,35,35,2025-10-27,01:50:01,Monday,October,15-008,30-004,1h-002,2h-001,3h-001,4h-001,After Hours,sell,out,25675.5,0,0,NAS100,Loss,Long,17,-565.7777777777777,-0.1,25674.3,25696.2,83.67,NAS100,80,4.14,299.54,842.41,0,393.83,90.43,52.97,853.61,-1.96,-10,177.61,BULL,NORMAL,420,MANUAL,NAS100,78.33,100,122.76,3843.84,1889.58,0,108.45,98.92,718.33,-1112.56,47.68,-10,-399.29,UNKNOWN,UNKNOWN,420,-50.92,-0.52,-20.7,18,17,5,-0.1,25696.2,25674.3,0,-0.22,0,-21.9,0,17,-0.2,0,0.5,25682,6.5,0.03,1,25649.5,-26,-0.1,42,Late,0,-8.48,-3544.31,-665.35,-20,1,1,2025.10.27 09:33,0.016666666666666666,83.67,80,299.54,842.41,4.14,0,393.83,90.43,52.97,853.61,-1.96,-10,177.61,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.733Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
36,MT5_Backtest,36,2025.10.27 09:50:01,2025-10-27,09:50:01,Monday,October,2025-10-27,01:50:01,Monday,October,15-008,30-004,1h-002,2h-001,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.46,25675.5,9,5.66,9,37,37,2025-10-27,02:39:01,Monday,October,15-011,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,buy,out,25673.2,0,0,NAS100,Win,Short,49,62.88888888888889,0.01,25686.2,25653.7,83.67,NAS100,80,-81.79,-4489.55,-880.06,0,-203.51,17.28,56.08,-1082.54,-1.54,-10,-451.42,BEAR,NORMAL,420,MANUAL,NAS100,83.67,80,-85.63,-4292.69,-578.46,0,136.43,32.05,-1731.38,-609.18,-23.92,0,-18.6,UNKNOWN,UNKNOWN,410,5.66,0.06,2.3,50,49,5,0.01,25653.7,25686.2,0.22,-0.11,21.8,-10.7,42,1,0.02,453819.79,0.5,25666.3,6.9,-0.03,1,25688,-14.8,0.06,17,Early,4.6,-14.77,-196.85,1787.47,0,1,1,2025.10.27 09:50,0.016666666666666666,83.67,80,-4489.55,-880.06,-81.79,0,-203.51,17.28,56.08,-1082.54,-1.54,-10,-451.42,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION"",""EARLY_EXIT""]}",2025-11-24T22:17:35.734Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
38,MT5_Backtest,38,2025.10.27 10:39:01,2025-10-27,10:39:01,Monday,October,2025-10-27,02:39:01,Monday,October,15-011,30-006,1h-003,2h-002,3h-001,4h-001,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.46,25672.2,9,101.11,9,39,39,2025-10-27,04:04:01,Monday,October,15-017,30-009,1h-005,2h-003,3h-002,4h-002,After Hours,sell,out,25713.3,0,0,NAS100,Win,Long,85,1123.4444444444443,0.2,25666.3,25721.5,78.33,NAS100,100,123.26,3632.22,1564,0,15.43,98.92,776.57,89.61,33.09,-10,58.27,BULL,NORMAL,420,MANUAL,NAS100,73,60,-5.86,-17,-1076.64,0,-158.7,29.38,-447.2,101.19,-12.12,0,152.73,UNKNOWN,UNKNOWN,420,101.11,1.02,41.1,86,85,5,0.2,25721.5,25666.3,0.49,-0.06,49.3,-5.9,81,1,0.39,25384.53,0.5,25733.5,20.2,0.08,44,25710.3,-3,-0.01,9,Good,0,69.53,3649.22,1223.77,40,1,1,2025.10.27 10:39,0.016666666666666666,78.33,100,3843.84,1889.58,122.76,0,108.45,98.92,776.57,89.61,33.09,-10,58.27,BULL,NORMAL,,PASS,1,2025.10.27 11:59,5.016666666666667,89,100,2740.47,1647.97,89.46,0,406.02,98.82,439.71,-617.68,41.04,-10,-338.47,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.736Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
40,MT5_Backtest,40,2025.10.27 12:04:02,2025-10-27,12:04:02,Monday,October,2025-10-27,04:04:02,Monday,October,15-017,30-009,1h-005,2h-003,3h-002,4h-002,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.48,25713.3,9,-20.09,9,41,41,2025-10-27,04:06:06,Monday,October,15-017,30-009,1h-005,2h-003,3h-002,4h-002,After Hours,buy,out,25721.4,0,0,NAS100,Loss,Short,2,-223.2222222222222,-0.04,25722.2,25713.3,83.67,NAS100,80,-44.9,-1774.92,-2376.14,0,-304.5,19.49,-2001.02,-1588.21,-40.29,0,-270.83,BEAR,NORMAL,410,MANUAL,NAS100,70.33,80,-40.56,-2667.92,-1841.66,0,-199.21,19.08,-827.05,-246.44,-5.52,0,14.45,UNKNOWN,UNKNOWN,420,-20.09,-0.2,-8.1,3,2,5,-0.04,25713.3,25722.2,0,-0.09,0,-8.9,0,1,-0.08,0,0.5,25710.3,11.1,-0.04,7,25733.5,-12.1,0.05,42,Late,0,0.41,893,-1173.98,0,1,1,2025.10.27 12:04,0.03333333333333333,83.67,80,-1774.92,-2376.14,-44.9,0,-304.5,19.49,-2001.02,-1588.21,-40.29,0,-270.83,BEAR,NORMAL,,PASS,1,2025.10.27 12:04,2.1,83.67,80,-1774.92,-2376.14,-44.9,0,-304.5,19.49,-2001.02,-1588.21,-40.29,0,-270.83,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.738Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
42,MT5_Backtest,42,2025.10.27 12:06:07,2025-10-27,12:06:07,Monday,October,2025-10-27,04:06:07,Monday,October,15-017,30-009,1h-005,2h-003,3h-002,4h-002,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.48,25721.4,9,-17.11,9,43,43,2025-10-27,04:11:02,Monday,October,15-017,30-009,1h-005,2h-003,3h-002,4h-002,After Hours,sell,out,25714.5,0,0,NAS100,Loss,Long,4,-190.1111111111111,-0.03,25713.3,25723.6,86.33,NAS100,80,14.24,188.77,1107.4,0,525.71,91.17,-150.3,2115.29,-14.71,-10,730.56,BULL,NORMAL,410,MANUAL,NAS100,81,80,-56.39,-5149.94,-167.12,0,156.94,35.97,-301.11,1137.93,5.06,0,322.63,UNKNOWN,UNKNOWN,420,-17.11,-0.17,-6.9,6,4,5,-0.03,25723.6,25713.3,0.02,-0.08,2.2,-8.1,2,5,-0.07,0,0.5,25733.5,19,0.07,37,25710.3,-4.2,-0.02,2,Late,0,55.2,5338.71,150.81,0,1,1,2025.10.27 12:06,0.11666666666666667,86.33,80,188.77,1107.4,14.24,0,525.71,91.17,-150.3,2115.29,-14.71,-10,730.56,BULL,NORMAL,,PASS,1,2025.10.27 12:10,1.0333333333333334,81,100,880.82,62.15,71.08,0,-10.51,79.38,-70.92,-17.35,7.67,-10,6.07,BULL,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.739Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
44,MT5_Backtest,44,2025.10.27 12:11:03,2025-10-27,12:11:03,Monday,October,2025-10-27,04:11:03,Monday,October,15-017,30-009,1h-005,2h-003,3h-002,4h-002,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.46,25714.5,9,-35.42,9,45,45,2025-10-27,04:24:00,Monday,October,15-018,30-009,1h-005,2h-003,3h-002,4h-002,After Hours,buy,out,25728.9,0,0,NAS100,Loss,Short,12,-393.55555555555554,-0.07,25731.2,25714.4,81,NAS100,80,-39.75,-531.12,-486.49,0,-26.65,25.17,-289.57,-336.38,-18.12,10,-86.81,BEAR,NORMAL,420,MANUAL,NAS100,83.67,80,-88.82,-5996.51,-2482.97,0,-162.01,16.85,-1319.76,-370.45,-43.83,0,67.1,UNKNOWN,UNKNOWN,410,-35.42,-0.36,-14.4,14,12,5,-0.07,25714.4,25731.2,0,-0.17,0.1,-16.7,2,5,-0.14,0,0.5,25709.3,19.6,-0.08,49,25733.5,-4.6,0.02,24,Late,0,8.31,5465.4,1030.19,0,1,1,2025.10.27 12:11,0.05,81,80,-531.12,-486.49,-39.75,0,-26.65,25.17,-289.57,-336.38,-18.12,10,-86.81,BEAR,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.740Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
46,MT5_Backtest,46,2025.10.27 12:24:01,2025-10-27,12:24:01,Monday,October,2025-10-27,04:24:01,Monday,October,15-018,30-009,1h-005,2h-003,3h-002,4h-002,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,buy,in,2.46,25728.9,9,-29.27,9,47,47,2025-10-27,05:00:00,Monday,October,15-021,30-011,1h-006,2h-003,3h-002,4h-002,After Hours,sell,out,25717,0,0,NAS100,Loss,Long,35,-325.22222222222223,-0.06,25717,25733.5,83.67,NAS100,100,102.94,2910.35,880.41,0,233.28,99.18,78.09,-187.18,-2.61,-10,-77.62,BULL,NORMAL,410,MANUAL,NAS100,75.67,80,-107.38,-5382.99,-1464.52,0,-196.81,15.78,-684.33,-1116.92,-21.09,0,-299.13,UNKNOWN,UNKNOWN,420,-29.27,-0.3,-11.9,37,36,5,-0.06,25733.5,25717,0.05,-0.12,4.6,-11.9,24,37,-0.11,0,0.5,25728,11,0.04,8,25692,-25,-0.1,49,Late,0,83.4,8293.34,762.42,20,1,1,2025.10.27 12:24,0.016666666666666666,83.67,100,2910.35,880.41,102.94,0,233.28,99.18,78.09,-187.18,-2.61,-10,-77.62,BULL,NORMAL,,PASS,,,,,,,,,,,,,,,,,,,,,"{""score"":85,""missingFields"":[""Exit_Signal_Data""],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.741Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
48,MT5_Backtest,48,2025.10.27 13:00:00,2025-10-27,13:00:00,Monday,October,2025-10-27,05:00:00,Monday,October,15-021,30-011,1h-006,2h-003,3h-002,4h-002,After Hours,TP_Integrated_EA,4.2.0.6_COMPLETE,,MT5,NAS100,M1,sell,in,2.46,25714.3,9,-40.34,9,49,49,2025-10-27,05:07:01,Monday,October,15-021,30-011,1h-006,2h-003,3h-002,4h-002,After Hours,buy,out,25730.7,0,0,NAS100,Loss,Short,7,-448.2222222222223,-0.08,25730.7,25714.3,81,NAS100,80,-59.72,-5918.05,-1348.83,0,-180.69,35.97,158,706.32,7.91,-10,107.13,BEAR,NORMAL,410,MANUAL,NAS100,70.33,100,91.95,3118.64,1341.88,0,-67.4,85.48,829.24,-1188.47,42.65,-20,-494.64,UNKNOWN,UNKNOWN,420,-40.34,-0.41,-16.4,8,7,5,-0.08,25714.3,25730.7,0,-0.16,0,-16.4,0,8,-0.16,0,0.5,25691.8,38.9,-0.15,43,25730.7,0,0,0,Good,0,-49.51,-9036.69,-671.24,-20,1,1,2025.10.27 13:00,0,81,80,-5149.94,-167.12,-56.39,0,156.94,35.97,158,706.32,7.91,-10,107.13,BEAR,NORMAL,,PASS,1,2025.10.27 13:00,7.016666666666667,81,80,-5149.94,-167.12,-56.39,0,156.94,35.97,158,706.32,7.91,-10,107.13,BEAR,NORMAL,,PASS,"{""score"":100,""missingFields"":[],""validationFlags"":[""ZONE_TRANSITION""]}",2025-11-24T22:17:35.742Z,"{""mt5Report"":""MT5_Backtest"",""eaTradesCSV"":""EA_Trades"",""eaSignalsCSV"":""EA_Signals""}"
